,price,Индекс стоимости грузоперевозок,Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,цена,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Концентрат для дообогащения,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Аглоруда,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие,Цена на бензин,Цена на дт,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",price_diff,price_seasonal_diff,price_lag_1,price_lag_4,price_lag_8,price_lag_12
2022-08-22,46500.0,1230.0,103.09757000000002,77.31528399999998,1697.0861019999481,556.0907078000021,5.51296,140.5699132,92.75690599999997,5.4969530072,2.2531768098000007,4749.78,6603.57,0.0039740824,851.2866,330.6234,641.0,99.928,8.0,60.528740000000006,754.6,279.0,196.4,4629.0,477.0,9277.6,628.4,4539.0,1977.2,4105.6,2551.2,423.6,429.0,267.2,287.0,4418.0,1994.0,1433.0,3670.0,125.2,5723.8,1938.2,4160.2,3390.8,312.8,2395.2,672.0,409.4,572.8,198.4,153.8,1401.6,1206.8,89.0,373.4,0.0,45.8,312.8,408.4,3364.4,672.0,2393.6,312.8,408.4,3364.4,672.0,2393.6,69.6,372.6,1426.0,1206.8,89.0,24.400000000000006,0.0,18.2,59.2,0.0,3.6,5.6,513.2,84.0,22.0,0.0,0.0,128.4,181.6,5.0,3.1999999999999993,55.8,179.4,82.2,40.6,51.314,53.228,7750.0,361.0,25881.0,21510.0,24239.0,102.0,455.0,6500.0,116.5,366.0,353.0,450.0,395.0,5750.0,22884.0,69.5,10500.0,14500.0,22324.0,7950.0,380.0,2000.0,3350.0,23250.0,264.0,4575.0,392.5,24946.0,10500.0,398.0,425.0,7860.0,5400.0,465.0,430.0,4602.0,3405.0,1984.0,41.0,51.0,72.0,90.0,159.0,-1000.0,500.0,47500.0,47500.0,44000.0,46000.0
2022-08-29,46000.0,1255.0,99.37520000000004,77.46112199999999,1709.613755999946,591.0520194000023,5.67968,137.3594876,95.26371799999998,5.664215769600001,2.3006657754000006,4776.79,6676.47,0.0039540612,805.0688,327.92920000000004,643.0,99.964,8.0,59.89958,769.8,267.0,186.2,4578.0,463.0,9050.8,627.2,4475.0,1956.6,4071.8,2542.6,459.8,429.0,275.6,308.0,4296.0,1965.0,1420.0,3610.0,123.6,5578.4,1854.6,4125.6,3266.4,305.4,2338.6,678.0,372.2,576.4,188.2,147.4,1430.8,1183.4,89.0,372.2,0.0,49.4,305.4,371.2,3252.2,678.0,2336.8,305.4,371.2,3252.2,678.0,2336.8,58.8,371.8,1443.0,1183.4,89.0,12.200000000000003,0.0,15.6,70.6,0.0,3.8,4.8,506.6,68.0,29.0,0.0,0.0,111.2,193.8,5.0,1.5999999999999996,55.4,190.2,80.6,36.8,51.302,53.234,7750.0,363.0,25793.0,21069.0,24231.0,103.0,455.0,6500.0,116.5,370.0,356.0,430.0,420.0,5750.0,22530.0,70.5,10500.0,14500.0,22250.0,7950.0,368.0,2000.0,3350.0,23250.0,270.0,4575.0,397.5,24924.0,10500.0,401.0,445.0,7860.0,5400.0,465.0,410.0,4507.0,3470.0,1950.0,39.0,52.0,71.0,98.0,163.0,-500.0,2500.0,46500.0,47500.0,45000.0,43500.0
2022-09-05,46000.0,1284.0,95.65283000000004,77.60696,1722.141409999944,626.0133310000026,5.8464,134.149062,97.77053,5.831478532000001,2.348154741000001,4803.8,6749.37,0.00393404,758.851,325.235,670.0,100.0,8.0,60.315639999999995,785.0,255.0,176.0,4527.0,449.0,8824.0,626.0,4411.0,1936.0,4038.0,2534.0,496.0,429.0,284.0,329.0,4174.0,1936.0,1407.0,3550.0,122.0,5433.0,1771.0,4091.0,3142.0,298.0,2282.0,684.0,335.0,580.0,178.0,141.0,1460.0,1160.0,89.0,371.0,0.0,53.0,298.0,334.0,3140.0,684.0,2280.0,298.0,334.0,3140.0,684.0,2280.0,48.0,371.0,1460.0,1160.0,89.0,0.0,0.0,13.0,82.0,0.0,4.0,4.0,500.0,52.0,36.0,0.0,0.0,94.0,206.0,5.0,0.0,55.0,201.0,79.0,33.0,51.29,53.24,7750.0,359.0,24677.0,20920.0,23357.0,98.0,435.0,6250.0,108.5,368.0,351.0,440.0,440.0,5750.0,22383.0,65.5,10500.0,14500.0,21498.0,7950.0,370.0,2025.0,3800.0,23350.0,270.0,5050.0,397.5,24665.0,10500.0,396.0,425.0,7840.0,5400.0,465.0,400.0,4507.0,3470.0,1950.0,39.0,52.0,71.0,98.0,163.0,0.0,4000.0,46000.0,49000.0,45500.0,42000.0
2022-09-12,46000.0,1274.0,92.71010200000003,77.616645,1753.6537149999403,648.7174495000029,5.9909,144.89327575,97.74123775,6.029452038000001,2.4023711645000008,4836.5375,6761.6925,0.004341672499999999,877.4715,331.38175,667.5,100.075,8.0,60.84194,801.25,254.5,180.5,4581.25,449.5,8790.0,635.5,4250.5,1958.75,3985.0,2469.0,491.0,430.5,284.25,353.75,4091.25,1892.25,1418.5,3599.5,121.75,5523.75,1812.5,4109.25,3157.5,303.5,2243.75,676.25,361.25,622.75,185.5,148.75,1432.75,1149.0,92.5,378.0,0.0,48.0,303.5,360.0,3156.25,676.25,2241.75,303.5,360.0,3156.25,676.25,2241.75,57.75,378.0,1432.75,1149.0,92.5,0.0,0.0,15.25,93.5,0.75,4.25,3.0,497.0,41.0,36.25,1.25,0.0,119.5,207.5,10.0,0.0,58.0,175.25,70.5,30.25,51.315,53.2825,7750.0,339.0,24588.0,21739.0,22647.0,99.0,425.0,6250.0,108.5,342.0,328.0,440.0,415.0,5750.0,21766.0,66.5,10500.0,14500.0,21004.0,7950.0,360.0,2025.0,3800.0,23350.0,272.0,5050.0,375.0,24300.0,10500.0,373.0,415.0,7840.0,5400.0,455.0,390.0,4507.0,3470.0,1950.0,39.0,52.0,71.0,98.0,163.0,0.0,3000.0,46000.0,47500.0,47000.0,43000.0
2022-09-19,46000.0,1266.0,89.76737400000002,77.62633,1785.1660199999365,671.4215680000032,6.135400000000001,155.6374895,97.71194550000001,6.227425544000001,2.4565875880000005,4869.275,6774.014999999999,0.004749305,996.0920000000001,337.5285,665.0,100.15,7.9,59.99947999999999,817.5,254.0,185.0,4635.5,450.0,8756.0,645.0,4090.0,1981.5,3932.0,2404.0,486.0,432.0,284.5,378.5,4008.5,1848.5,1430.0,3649.0,121.5,5614.5,1854.0,4127.5,3173.0,309.0,2205.5,668.5,387.5,665.5,193.0,156.5,1405.5,1138.0,96.0,385.0,0.0,43.0,309.0,386.0,3172.5,668.5,2203.5,309.0,386.0,3172.5,668.5,2203.5,67.5,385.0,1405.5,1138.0,96.0,0.0,0.0,17.5,105.0,1.5,4.5,2.0,494.0,30.0,36.5,2.5,0.0,145.0,209.0,15.0,0.0,61.0,149.5,62.0,27.5,51.34,53.325,7750.0,316.0,24568.0,21481.0,22518.0,101.0,430.0,6250.0,110.5,322.0,305.0,445.0,390.0,5750.0,21340.0,68.5,10500.0,14500.0,20865.0,7950.0,355.0,2025.0,3800.0,23350.0,267.0,5050.0,351.5,24178.0,10500.0,350.0,405.0,7840.0,5400.0,450.0,390.0,4507.0,3470.0,1950.0,39.0,52.0,71.0,98.0,163.0,0.0,2000.0,46000.0,46500.0,47500.0,44000.0
2022-09-26,45500.0,1276.0,86.824646,77.636015,1816.6783249999326,694.1256865000034,6.2799000000000005,166.38170325,97.68265325000002,6.425399050000001,2.5108040115000003,4902.0125,6786.3375,0.0051569375,1114.7125,343.67525,669.7,100.225,7.5,59.79657999999999,833.75,253.5,189.5,4689.75,450.5,8722.0,654.5,3929.5,2004.25,3879.0,2339.0,481.0,433.5,284.75,403.25,3925.75,1804.75,1441.5,3698.5,121.25,5705.25,1895.5,4145.75,3188.5,314.5,2167.25,660.75,413.75,708.25,200.5,164.25,1378.25,1127.0,99.5,392.0,0.0,38.0,314.5,412.0,3188.75,660.75,2165.25,314.5,412.0,3188.75,660.75,2165.25,77.25,392.0,1378.25,1127.0,99.5,0.0,0.0,19.75,116.5,2.25,4.75,1.0,491.0,19.0,36.75,3.75,0.0,170.5,210.5,20.0,0.0,64.0,123.75,53.5,24.75,51.365,53.3675,7750.0,316.0,24349.0,21353.0,22726.0,98.0,440.0,6250.0,110.5,322.0,292.0,460.0,385.0,5750.0,21207.0,65.5,10500.0,14500.0,20763.0,7950.0,355.0,2025.0,3800.0,23350.0,264.0,5050.0,352.5,24155.0,10500.0,351.0,405.0,7840.0,5400.0,465.0,395.0,5035.0,3889.0,2216.0,47.0,59.0,78.0,91.5,149.5,-500.0,500.0,46000.0,46000.0,47500.0,45000.0
2022-10-03,45500.0,1279.0,83.881918,77.6457,1848.190629999929,716.8298050000037,6.4244,177.125917,97.65336100000002,6.623372556000001,2.565020435,4934.75,6798.66,0.00556457,1233.333,349.822,675.848,100.3,7.5,57.46695999999999,850.0,253.0,194.0,4744.0,451.0,8688.0,664.0,3769.0,2027.0,3826.0,2274.0,476.0,435.0,285.0,428.0,3843.0,1761.0,1453.0,3748.0,121.0,5796.0,1937.0,4164.0,3204.0,320.0,2129.0,653.0,440.0,751.0,208.0,172.0,1351.0,1116.0,103.0,399.0,0.0,33.0,320.0,438.0,3205.0,653.0,2127.0,320.0,438.0,3205.0,653.0,2127.0,87.0,399.0,1351.0,1116.0,103.0,0.0,0.0,22.0,128.0,3.0,5.0,0.0,488.0,8.0,37.0,5.0,0.0,196.0,212.0,25.0,0.0,67.0,98.0,45.0,22.0,51.39,53.41,7750.0,333.0,24524.0,20719.0,22719.0,96.0,445.0,6250.0,108.5,338.0,309.0,490.0,395.0,5750.0,21294.0,63.5,10500.0,14500.0,20652.0,7950.0,365.0,2025.0,3800.0,23350.0,273.0,5050.0,372.5,24239.0,10500.0,368.0,415.0,7840.0,5400.0,507.5,420.0,5035.0,3889.0,2216.0,47.0,59.0,78.0,91.5,149.5,0.0,0.0,45500.0,46000.0,49000.0,45500.0
2022-10-10,45000.0,1276.0,93.13561350000005,79.41109250000002,1874.6907024999273,743.9447267500022,6.51635,184.43128800000002,99.40932075000003,6.694746967250001,2.6186354292500007,4954.555,6833.7725,0.005645658749999999,1262.017,354.5315,687.8,100.2325,7.5,59.45258,870.75,254.5,197.5,4742.0,477.75,8790.25,639.75,3795.25,2050.75,3904.25,2288.25,467.5,413.75,267.0,414.75,3981.75,1800.75,1478.5,3745.5,119.0,5801.5,1947.75,4222.5,3290.0,322.75,2303.5,649.75,457.25,765.75,202.0,174.25,1318.5,1167.0,111.0,412.0,1.75,71.25,322.75,455.75,3291.0,649.75,2302.25,322.75,455.75,3291.0,649.75,2302.25,108.0,411.75,1318.5,1167.0,111.0,0.0,0.0,21.25,121.25,4.25,5.75,12.0,522.25,23.75,43.0,4.0,0.0,179.0,194.0,25.0,0.0,81.0,104.0,52.75,23.0,51.417500000000004,53.4825,8000.0,334.0,24418.0,21040.0,22662.0,96.0,455.0,6500.0,108.5,340.0,311.0,500.0,405.0,6250.0,21285.0,63.5,9850.0,14500.0,20551.0,7450.0,395.0,2600.0,3990.0,22000.0,278.0,5050.0,372.5,24246.0,9500.0,370.0,425.0,7620.0,5400.0,537.5,432.5,5035.0,3889.0,2216.0,47.0,59.0,78.0,91.5,149.5,-500.0,-2000.0,45500.0,46000.0,47500.0,47000.0
2022-10-17,44000.0,1268.0,102.3893090000001,81.17648500000003,1901.1907749999255,771.0596485000009,6.6083,191.73665900000003,101.16528050000005,6.766121378500001,2.6722504235000013,4974.360000000001,6868.885,0.0057267475,1290.701,359.241,685.612,100.16499999999999,7.5,63.260000000000005,891.5,256.0,201.0,4740.0,504.5,8892.5,615.5,3821.5,2074.5,3982.5,2302.5,459.0,392.5,249.0,401.5,4120.5,1840.5,1504.0,3743.0,117.0,5807.0,1958.5,4281.0,3376.0,325.5,2478.0,646.5,474.5,780.5,196.0,176.5,1286.0,1218.0,119.0,425.0,3.5,109.5,325.5,473.5,3377.0,646.5,2477.5,325.5,473.5,3377.0,646.5,2477.5,129.0,424.5,1286.0,1218.0,119.0,0.0,0.0,20.5,114.5,5.5,6.5,24.0,556.5,39.5,49.0,3.0,0.0,162.0,176.0,25.0,0.0,95.0,110.0,60.5,24.0,51.445,53.555,8000.0,332.0,24277.0,21198.0,22585.0,97.0,455.0,6500.0,109.5,336.0,312.0,500.0,405.0,6250.0,21123.0,87.0,9850.0,14500.0,20338.0,7450.0,395.0,2600.0,3990.0,22000.0,285.0,5050.0,372.5,24176.0,9500.0,371.0,422.5,7620.0,5400.0,551.5,427.5,5035.0,3889.0,2216.0,47.0,59.0,78.0,91.5,149.5,-1000.0,-3500.0,45000.0,46000.0,46500.0,47500.0
2022-10-24,43000.0,1256.0,111.64300450000015,82.94187750000003,1927.6908474999236,798.1745702499995,6.7002500000000005,199.04203000000007,102.92124025000008,6.83749578975,2.7258654177500024,4994.165,6903.9974999999995,0.00580783625,1319.385,363.95050000000003,677.6,100.0975,7.5,61.550940000000004,912.25,257.5,204.5,4738.0,531.25,8994.75,591.25,3847.75,2098.25,4060.75,2316.75,450.5,371.25,231.0,388.25,4259.25,1880.25,1529.5,3740.5,115.0,5812.5,1969.25,4339.5,3462.0,328.25,2652.5,643.25,491.75,795.25,190.0,178.75,1253.5,1269.0,127.0,438.0,5.25,147.75,328.25,491.25,3463.0,643.25,2652.75,328.25,491.25,3463.0,643.25,2652.75,150.0,437.25,1253.5,1269.0,127.0,0.0,0.0,19.75,107.75,6.75,7.25,36.0,590.75,55.25,55.0,2.0,0.0,145.0,158.0,25.0,0.0,109.0,116.0,68.25,25.0,51.4725,53.6275,8000.0,325.0,24351.0,21680.0,22558.0,93.0,470.0,6500.0,103.5,328.0,306.0,500.0,405.0,6250.0,21143.0,82.0,9850.0,14500.0,20665.0,7450.0,395.0,2600.0,3990.0,22000.0,293.0,5050.0,367.5,24203.0,9500.0,365.0,410.0,7620.0,5400.0,551.5,422.5,5035.0,3889.0,2216.0,47.0,59.0,78.0,91.5,149.5,-1000.0,-4500.0,44000.0,45500.0,46000.0,47500.0
2022-10-31,42000.0,1241.0,120.8967000000002,84.70727000000005,1954.190919999922,825.2894919999981,6.7922,206.3474010000001,104.6772000000001,6.908870201,2.779480412000003,5013.97,6939.11,0.005888925,1348.069,368.66,673.428,100.03,7.5,61.363279999999996,933.0,259.0,208.0,4736.0,558.0,9097.0,567.0,3874.0,2122.0,4139.0,2331.0,442.0,350.0,213.0,375.0,4398.0,1920.0,1555.0,3738.0,113.0,5818.0,1980.0,4398.0,3548.0,331.0,2827.0,640.0,509.0,810.0,184.0,181.0,1221.0,1320.0,135.0,451.0,7.0,186.0,331.0,509.0,3549.0,640.0,2828.0,331.0,509.0,3549.0,640.0,2828.0,171.0,450.0,1221.0,1320.0,135.0,0.0,0.0,19.0,101.0,8.0,8.0,48.0,625.0,71.0,61.0,1.0,0.0,128.0,140.0,25.0,0.0,123.0,122.0,76.0,26.0,51.5,53.7,8000.0,318.0,23600.0,22246.0,22220.0,85.0,465.0,6500.0,94.5,323.0,300.0,490.0,405.0,6250.0,20740.0,74.0,9850.0,14500.0,20021.0,7450.0,379.0,2600.0,3990.0,22000.0,300.0,5050.0,362.5,23860.0,9500.0,359.0,400.0,7620.0,5400.0,495.0,407.5,5002.0,4202.0,2554.0,57.0,63.0,78.0,86.0,147.0,-1000.0,-7000.0,43000.0,45500.0,46000.0,49000.0
2022-11-07,41500.0,1253.0,125.64701200000017,82.89535340000005,1937.4787319999232,821.4338239999975,6.76694,218.7712352000001,102.58436760000009,6.9148868676,2.758912556000002,5031.258,6950.032,0.005927590999999999,1352.0044,371.6376,633.7,100.06,7.5,61.69085,920.6,260.2,202.8,4675.4,546.8,9018.4,578.0,3876.2,2121.2,4039.8,2421.8,485.8,343.6,210.4,392.2,4390.8,1911.4,1736.2,3721.8,120.2,5776.2,1946.4,4358.6,3472.8,325.8,2790.2,603.0,495.6,793.2,188.8,178.6,1259.6,1270.2,139.8,441.0,8.2,171.8,325.8,495.6,3473.4,603.2,2787.2,325.8,495.6,3473.4,603.2,2787.2,166.4,440.2,1259.6,1270.2,139.8,0.0,4.0,17.8,107.8,7.8,8.4,48.2,626.8,91.4,55.6,0.8,0.0,120.4,131.8,25.0,0.0,102.4,126.8,72.0,23.6,51.496,53.742000000000004,8100.0,313.0,22248.0,21998.0,21481.0,83.0,457.5,6650.0,92.0,320.0,265.0,490.0,394.0,6250.0,20630.0,72.0,10350.0,15000.0,18986.0,7450.0,370.0,2600.0,3975.0,22500.0,306.0,5100.0,357.5,22976.0,9500.0,354.0,385.0,7720.0,5400.0,505.0,400.0,5002.0,4202.0,2554.0,57.0,63.0,78.0,86.0,147.0,-500.0,-6000.0,42000.0,45000.0,46000.0,47500.0
2022-11-14,41000.0,1241.0,130.39732400000017,81.08343680000003,1920.7665439999244,817.5781559999967,6.74168,231.19506940000005,100.49153520000007,6.9209035342,2.738344700000001,5048.546,6960.954,0.005966257,1355.9398,374.6152,634.5,100.09,7.5,60.9473,908.2,261.4,197.6,4614.8,535.6,8939.8,589.0,3878.4,2120.4,3940.6,2512.6,529.6,337.2,207.8,409.4,4383.6,1902.8,1917.4,3705.6,127.4,5734.4,1912.8,4319.2,3397.6,320.6,2753.4,566.0,482.2,776.4,193.6,176.2,1298.2,1220.4,144.6,431.0,9.4,157.6,320.6,482.2,3397.8,566.4,2746.4,320.6,482.2,3397.8,566.4,2746.4,161.8,430.4,1298.2,1220.4,144.6,0.0,8.0,16.6,114.6,7.6,8.8,48.4,628.6,111.8,50.2,0.6,0.0,112.8,123.6,25.0,0.0,81.8,131.6,68.0,21.2,51.492,53.784,8100.0,307.0,21319.0,20982.0,20399.0,89.0,435.0,6650.0,96.0,313.0,257.0,460.0,378.0,6250.0,18825.0,77.0,10350.0,15000.0,18023.0,7450.0,345.0,2600.0,3975.0,22500.0,305.0,5100.0,352.5,21898.0,9500.0,346.0,375.0,7720.0,5400.0,495.0,387.5,5002.0,4202.0,2554.0,57.0,63.0,78.0,86.0,147.0,-500.0,-5500.0,41500.0,44000.0,46000.0,46500.0
2022-11-21,40000.0,1239.0,135.14763600000015,79.27152020000003,1904.0543559999257,813.7224879999961,6.71642,243.61890360000004,98.39870280000007,6.926920200800001,2.7177768440000007,5065.834,6971.876,0.006004923,1359.8752,377.5928,635.4,100.12,7.5,60.364340000000006,895.8,262.6,192.4,4554.2,524.4,8861.2,600.0,3880.6,2119.6,3841.4,2603.4,573.4,330.8,205.2,426.6,4376.4,1894.2,2098.6,3689.4,134.6,5692.6,1879.2,4279.8,3322.4,315.4,2716.6,529.0,468.8,759.6,198.4,173.8,1336.8,1170.6,149.4,421.0,10.6,143.4,315.4,468.8,3322.2,529.6,2705.6,315.4,468.8,3322.2,529.6,2705.6,157.2,420.6,1336.8,1170.6,149.4,0.0,12.0,15.4,121.4,7.4,9.2,48.6,630.4,132.2,44.8,0.3999999999999999,0.0,105.2,115.4,25.0,0.0,61.199999999999996,136.4,64.0,18.8,51.488,53.826,8100.0,301.0,21096.0,21124.0,19835.0,97.0,442.5,6650.0,104.0,306.0,259.0,450.0,368.0,6250.0,18403.0,85.0,10350.0,15000.0,17733.0,7450.0,335.0,2600.0,3975.0,22500.0,280.0,5100.0,344.5,21532.0,9500.0,338.0,375.0,7720.0,5400.0,480.0,380.0,5002.0,4202.0,2554.0,57.0,63.0,78.0,86.0,147.0,-1000.0,-6000.0,41000.0,43000.0,45500.0,46000.0
2022-11-28,40000.0,1281.0,139.89794800000013,77.45960360000001,1887.342167999927,809.8668199999954,6.69116,256.0427378,96.30587040000005,6.9329368674000005,2.697208988,5083.122,6982.798,0.006043589,1363.8106,380.5704,634.6,100.15,7.5,60.553020000000004,883.4,263.8,187.2,4493.6,513.2,8782.6,611.0,3882.8,2118.8,3742.2,2694.2,617.2,324.4,202.6,443.8,4369.2,1885.6,2279.8,3673.2,141.8,5650.8,1845.6,4240.4,3247.2,310.2,2679.8,492.0,455.4,742.8,203.2,171.4,1375.4,1120.8,154.2,411.0,11.8,129.2,310.2,455.4,3246.6,492.8,2664.8,310.2,455.4,3246.6,492.8,2664.8,152.6,410.8,1375.4,1120.8,154.2,0.0,16.0,14.2,128.2,7.2,9.6,48.8,632.2,152.6,39.4,0.19999999999999996,0.0,97.6,107.2,25.0,0.0,40.599999999999994,141.2,60.0,16.4,51.483999999999995,53.867999999999995,8100.0,312.0,20975.0,19842.0,19843.0,96.0,445.0,6650.0,104.0,313.0,271.0,450.0,350.0,6250.0,18069.0,84.0,10350.0,15000.0,17629.0,7450.0,361.0,2600.0,3975.0,22500.0,259.0,5100.0,353.0,21227.0,9500.0,347.0,375.0,7720.0,5400.0,475.0,382.5,5022.0,4221.0,2550.0,53.0,64.0,77.0,83.0,132.5,0.0,-6000.0,40000.0,42000.0,45500.0,46000.0
